booking_id,airline,flight_type,lead_time,departure_month,weekend_departure,num_passengers,fare_type,special_requests,previous_cancellations,payment_type,ticket_price,loyalty_member,seat_selection,travel_insurance,weather_risk_score,is_canceled
10249,Southwest,Domestic,177,Nov,0,5.0,First,1,1,Credit Card,184.72,Yes,Free,No,2.0,0
10250,Delta,Domestic,139,Apr,0,5.0,Business,0,2,Credit Card,551.6,No,Paid,No,10.0,1
10251,Alaska,International,114,Nov,1,6.0,Economy,3,0,PayPal,304.21,Yes,Paid,No,1.0,0
10252,Alaska,Domestic,89,Feb,0,5.0,Economy,3,0,Credit Card,402.05,,FREE,no,1.0,0
10253,Southwest,Domestic,22,Apr,1,2.0,Economy,3,0,Debit Card,311.89,Yes,Free,No,1.0,1
10254,Delta,International,145,Jan,0,4.0,Business,4,0,PayPal,420.16,N,Free,No,3.0,0
10255,Southwest,Domestic,61,Feb,0,3.0,Economy,3,1,Debit Card,460.54,Yes,Free,No,0.0,0
10256,Delta,Domestic,223,Aug,1,4.0,First,0,0,Debit Card,685.98,,Paid,No,9.0,0
10257,JetBlue,Domestic,112,Jun,0,1.0,Economy,0,0,Debit Card,296.17,Yes,Free,No,8.0,0
10258,United,Domestic,127,Feb,0,3.0,Business,3,0,PayPal,506.03,Yes,PAID,No,4.0,1
10259,United,International,61,Dec,1,4.0,Business,2,0,PayPal,398.91,No,Paid,No,4.0,0
10260,United,Domestic,37,Jun,1,4.0,Economy,2,1,PayPal,279.06,Yes,Free,Yes,8.0,1
10261,Southwest,International,238,Oct,1,6.0,Economy,2,1,Debit Card,289.06,NO,Paid,No,4.0,1
10262,JetBlue,Domestic,194,Sep,1,6.0,Economy,1,1,Credit Card,425.93,No,Paid,Yes,10.0,1
10263,Delta,Domestic,165,Jul,0,1.0,Economy,4,0,Credit Card,318.48,No,Paid,No,7.0,0
10264,Alaska,Domestic,194,Sep,0,5.0,Economy,3,0,Credit Card,374.69,Yes,Free,Yes,10.0,1
10265,Delta,Domestic,221,May,1,3.0,Business,1,0,PayPal,453.05,Yes,Free,No,0.0,0
10266,Alaska,Domestic,60,Jul,0,6.0,Economy,2,2,PayPal,709.34,no,Paid,Yes,0.0,1
10267,Delta,International,128,Nov,0,3.0,First,3,0,Credit Card,364.55,YES,Free,NO,3.0,0
10268,JetBlue,International,221,Jul,0,1.0,Business,1,1,Credit Card,202.06,Yes,Free,,7.0,1
10269,Alaska,Domestic,172,Dec,0,6.0,Economy,0,1,Credit Card,415.72,N,Free,No,2.0,0
10270,Southwest,International,223,Dec,0,6.0,First,2,0,Credit Card,292.24,No,,Y,0.0,1
10271,Delta,International,155,Mar,1,5.0,Economy,1,0,Debit Card,625.11,Yes,Paid,NO,10.0,1
10272,Delta,Domestic,148,Jul,0,3.0,Business,0,1,Credit Card,290.4,No,,Yes,8.0,1
10273,Alaska,Domestic,121,Jan,0,3.0,Economy,2,0,Credit Card,362.58,Yes,Free,Yes,8.0,0
10274,Southwest,Domestic,109,Sep,1,3.0,Economy,4,0,Credit Card,447.21,No,Free,Yes,8.0,1
10275,Southwest,Domestic,12,Oct,1,5.0,Economy,2,0,Credit Card,428.78,No,Free,No,8.0,1
10276,JetBlue,Domestic,154,Jun,0,6.0,Economy,4,1,PayPal,554.63,Yes,Paid,,1.0,0
10277,Southwest,Domestic,99,May,0,1.0,Economy,4,1,Credit Card,453.45,no,Paid,Yes,10.0,0
10278,Southwest,International,134,Jul,1,3.0,Economy,4,2,PayPal,688.01,Y,Paid,No,10.0,1
10279,Southwest,Domestic,21,May,1,4.0,Economy,3,0,Credit Card,422.93,No,Paid,Yes,10.0,0
10280,United,Domestic,73,Oct,1,5.0,Business,3,1,Credit Card,541.87,no,Free,Yes,3.0,0
10281,JetBlue,International,230,May,1,2.0,Economy,4,0,Debit Card,294.3,No,Free,No,1.0,0
10282,Delta,International,180,Nov,1,1.0,Economy,0,0,Debit Card,636.48,No,Free,No,6.0,0
10283,Alaska,Domestic,206,Oct,0,4.0,Economy,4,0,Credit Card,311.32,Yes,Free,Y,10.0,1
10284,Delta,International,206,Nov,1,3.0,Business,1,0,Credit Card,568.04,Yes,Free,Yes,2.0,0
10285,JetBlue,Domestic,131,Jul,0,,First,4,0,Credit Card,484.87,No,Paid,No,8.0,1
10286,Alaska,Domestic,223,Oct,1,1.0,Economy,3,1,,369.33,yes,Free,Yes,6.0,1
10287,JetBlue,Domestic,22,Jul,0,5.0,Economy,3,1,Credit Card,569.39,Y,Free,No,7.0,0
10288,Southwest,Domestic,118,Nov,0,2.0,Economy,1,4,Credit Card,358.32,Y,Paid,,8.0,0
10289,Alaska,Domestic,69,Mar,0,6.0,Economy,1,1,Debit Card,551.57,No,Free,No,7.0,0
10290,Southwest,Domestic,215,Mar,0,2.0,Business,2,0,Credit Card,412.93,Yes,free,No,6.0,0
10291,Delta,Domestic,83,Oct,0,4.0,Economy,0,1,Credit Card,307.19,Yes,Paid,No,8.0,0
10292,Delta,Domestic,100,Dec,0,1.0,First,0,2,Credit Card,404.84,No,Paid,No,10.0,1
10293,Alaska,Domestic,83,Mar,0,4.0,Economy,0,1,PayPal,364.77,No,Paid,No,0.0,1
10294,Alaska,International,203,Jun,1,4.0,First,3,0,Credit Card,298.05,No,free,No,10.0,1
10295,JetBlue,Domestic,160,Dec,0,3.0,Economy,0,0,PayPal,392.62,Yes,Paid,Y,3.0,0
10296,JetBlue,Domestic,27,Jun,1,5.0,Business,2,0,Credit Card,416.52,No,Free,NO,3.0,0
10297,Southwest,Domestic,135,Mar,1,2.0,Business,2,1,Debit Card,40.0,No,Free,Yes,4.0,1
10298,Alaska,Domestic,0,Mar,1,1.0,First,0,0,Credit Card,430.19,No,Free,No,7.0,0
10299,Delta,Domestic,164,Aug,0,6.0,Economy,1,1,Credit Card,463.75,Yes,Free,No,9.0,1
10300,JetBlue,International,62,Aug,1,5.0,Economy,2,0,Debit Card,563.23,YES,Free,No,0.0,0
10301,JetBlue,Domestic,21,Jul,0,5.0,Economy,1,0,Debit Card,186.96,Yes,Free,No,5.0,0
10302,Delta,Domestic,69,Oct,0,1.0,Economy,3,2,Debit Card,217.55,Yes,,No,8.0,0
10303,JetBlue,International,124,Apr,0,5.0,Economy,2,0,Debit Card,389.3,Yes,Free,Yes,9.0,1
10304,Southwest,Domestic,148,Apr,0,3.0,Economy,1,1,Credit Card,260.19,YES,Paid,No,7.0,1
10305,Alaska,Domestic,95,Mar,1,5.0,Economy,0,0,Credit Card,193.43,No,Paid,No,1.0,1
10306,Delta,Domestic,162,May,0,3.0,Economy,3,1,Credit Card,302.12,Yes,Free,No,6.0,1
10307,Alaska,Domestic,78,Mar,1,2.0,Economy,4,1,PayPal,309.63,No,Free,No,4.0,0
10308,JetBlue,Domestic,4,Aug,1,2.0,Economy,4,0,Credit Card,217.81,No,Free,Yes,1.0,0
10309,JetBlue,Domestic,59,Jul,0,4.0,Economy,0,0,PayPal,216.88,No,Free,No,10.0,0
10310,Delta,Domestic,119,Mar,0,3.0,Economy,3,3,Credit Card,343.02,No,,No,0.0,0
10311,Southwest,International,45,Sep,0,6.0,Economy,3,0,Debit Card,157.19,No,Paid,Yes,1.0,0
10312,United,International,177,Dec,0,2.0,Economy,3,1,Credit Card,154.94,No,Free,No,10.0,0
10313,Delta,International,175,May,0,5.0,Business,3,1,Credit Card,370.01,No,Free,No,9.0,0
10314,United,Domestic,133,Sep,1,,First,4,0,Debit Card,570.79,,Paid,YES,5.0,0
10315,United,Domestic,216,Jul,1,1.0,First,1,0,Credit Card,462.63,No,Paid,No,10.0,1
10316,Southwest,Domestic,55,Jul,0,3.0,Business,3,2,PayPal,531.17,No,Paid,Yes,7.0,1
10317,United,Domestic,109,Jun,0,6.0,Economy,1,0,Debit Card,107.29,No,PAID,Yes,2.0,0
10318,United,Domestic,186,Feb,1,4.0,Economy,3,1,Credit Card,162.8,No,Paid,No,4.0,1
10319,Southwest,Domestic,231,Sep,0,5.0,Economy,2,1,PayPal,361.49,Yes,Free,No,10.0,1
10320,United,Domestic,156,Jun,1,3.0,Economy,2,0,Debit Card,3824.55,Yes,Paid,Yes,1.0,1
10321,United,International,198,Aug,0,1.0,Economy,2,0,Debit Card,449.33,No,Paid,No,7.0,1
10322,United,Domestic,103,Jan,0,3.0,Economy,3,0,Credit Card,171.82,Yes,Free,Yes,3.0,0
10323,Delta,Domestic,76,May,1,5.0,Economy,1,0,Credit Card,519.0,No,Paid,No,10.0,0
10324,Delta,Domestic,229,Dec,0,6.0,Economy,4,0,Debit Card,348.61,Yes,Paid,No,9.0,1
10325,Delta,International,145,Jan,1,6.0,Business,0,0,PayPal,468.88,No,Paid,No,5.0,1
10839,Southwest,Domestic,1,Oct,1,2.0,Economy,4,0,Credit Card,275.29,No,Free,Yes,2.0,0
10327,JetBlue,International,7,Nov,0,5.0,Economy,3,1,Credit Card,143.88,Yes,Paid,No,10.0,1
10328,United,Domestic,74,Aug,0,2.0,Economy,2,0,Debit Card,478.42,No,Free,Yes,,1
10329,United,Domestic,224,Aug,1,2.0,Economy,2,0,Credit Card,425.75,No,Free,No,7.0,1
10330,Southwest,Domestic,181,Jan,1,2.0,Economy,1,0,Debit Card,185.61,No,,N,2.0,1
10331,United,International,124,Sep,0,3.0,Business,3,0,Debit Card,266.46,No,Paid,Yes,8.0,0
10332,Delta,Domestic,37,Feb,1,1.0,Economy,4,1,Credit Card,456.05,Yes,Free,No,9.0,1
10333,JetBlue,Domestic,175,Dec,0,6.0,Economy,3,1,PayPal,388.84,No,Free,Yes,4.0,1
10334,Alaska,Domestic,26,Sep,0,3.0,Economy,3,1,,430.24,Yes,Paid,No,9.0,1
10335,United,Domestic,19,Jan,1,1.0,Economy,2,2,Debit Card,286.59,Yes,Free,Yes,8.0,0
10336,Delta,Domestic,139,Dec,0,6.0,Business,4,1,Credit Card,559.24,No,Free,No,6.0,1
10337,Alaska,Domestic,42,Oct,1,5.0,Economy,0,1,Credit Card,344.44,No,Paid,No,9.0,0
10338,JetBlue,Domestic,188,Sep,0,6.0,Business,2,0,PayPal,40.0,No,,No,2.0,1
10339,Alaska,Domestic,30,Apr,0,6.0,Business,4,0,Credit Card,374.97,No,Paid,Yes,5.0,0
10340,Delta,Domestic,90,Sep,0,6.0,Business,1,4,Credit Card,444.69,,paid,Yes,9.0,0
10341,Alaska,Domestic,223,Jul,0,4.0,Economy,2,2,Credit Card,401.59,No,Paid,Yes,1.0,1
10342,Southwest,Domestic,60,Nov,1,5.0,Economy,1,0,Credit Card,300.27,No,Free,Yes,5.0,0
10343,Alaska,International,201,Jun,0,,Economy,2,3,Credit Card,86.48,YES,Free,Yes,4.0,1
10344,United,Domestic,194,May,0,3.0,Economy,3,3,Credit Card,269.0,No,Paid,No,2.0,0
10345,United,Domestic,108,Nov,0,1.0,Economy,4,0,PayPal,282.22,No,Free,No,6.0,0
10346,Southwest,International,90,Sep,0,3.0,Business,1,1,Debit Card,267.71,Yes,Free,YES,10.0,1
10347,Delta,Domestic,162,Feb,1,2.0,Business,2,1,Credit Card,445.67,No,Paid,YES,3.0,1
10348,United,International,94,Nov,0,6.0,Business,1,0,Debit Card,313.32,No,Free,No,10.0,0
10349,JetBlue,Domestic,142,Dec,0,3.0,Economy,2,0,Credit Card,553.43,Yes,Paid,No,5.0,1
10350,United,International,143,Feb,0,1.0,Economy,2,1,Credit Card,328.42,No,FREE,No,8.0,1
10351,United,Domestic,12,Nov,0,1.0,Economy,0,0,Credit Card,530.22,No,PAID,YES,5.0,0
10352,Delta,Domestic,112,Dec,0,2.0,Business,0,0,Credit Card,390.03,No,Free,No,3.0,0
10353,Alaska,Domestic,34,Sep,0,1.0,Business,0,0,PayPal,396.93,No,Paid,No,9.0,0
10354,United,International,202,Dec,0,4.0,Economy,1,0,Credit Card,264.4,No,Paid,no,1.0,1
10355,Southwest,International,186,Mar,1,6.0,Economy,3,0,Debit Card,170.91,No,Paid,No,8.0,1
10356,Alaska,Domestic,148,Aug,1,6.0,Business,2,0,Credit Card,349.73,Yes,Free,No,3.0,0
10357,JetBlue,Domestic,181,Nov,0,6.0,First,4,0,Credit Card,596.16,No,Free,No,3.0,0
10358,Delta,International,202,Sep,0,5.0,Business,0,0,Debit Card,295.78,Yes,Free,No,1.0,0
10359,JetBlue,Domestic,157,Aug,0,3.0,Economy,1,0,Debit Card,273.57,No,Free,No,4.0,1
10360,Alaska,International,47,Apr,0,4.0,Economy,1,1,Credit Card,335.93,No,Free,No,5.0,0
10361,Alaska,International,34,Dec,0,3.0,Economy,1,0,Credit Card,607.55,,Free,N,9.0,1
10362,Alaska,Domestic,85,Jan,0,4.0,Economy,4,0,Credit Card,470.17,No,Free,Y,5.0,0
10363,JetBlue,Domestic,165,Apr,0,3.0,Economy,4,0,PayPal,530.0,NO,Paid,No,2.0,0
10364,Alaska,Domestic,158,Sep,0,2.0,Economy,0,0,Credit Card,82.75,Yes,Free,No,8.0,1
10365,JetBlue,Domestic,205,Feb,0,1.0,Business,4,0,Credit Card,244.55,Yes,Free,Yes,6.0,1
10366,Alaska,International,151,Mar,0,1.0,Economy,0,1,PayPal,249.41,No,Paid,No,2.0,0
10367,Southwest,Domestic,113,Oct,0,2.0,First,4,0,Credit Card,519.05,Yes,Free,No,3.0,1
10368,Alaska,International,176,Aug,0,4.0,Economy,4,1,Credit Card,452.38,No,Free,No,6.0,0
10369,JetBlue,Domestic,223,Jun,0,5.0,Economy,4,1,Credit Card,507.82,No,Paid,No,10.0,0
10370,United,International,99,Aug,0,4.0,Economy,0,1,Credit Card,97.42,No,Paid,No,7.0,0
10371,Alaska,Domestic,159,Jul,0,1.0,Economy,2,1,Credit Card,515.45,Yes,Paid,No,5.0,1
10372,United,Domestic,182,May,0,5.0,Economy,0,0,Credit Card,2076.42,No,Paid,YES,3.0,1
10373,Southwest,Domestic,206,Sep,0,3.0,Economy,2,1,PayPal,230.63,Yes,Paid,No,1.0,1
10374,Delta,International,234,Apr,0,5.0,Economy,1,1,Credit Card,332.43,No,Paid,,9.0,1
10375,Southwest,Domestic,185,Jun,0,4.0,Economy,1,0,Credit Card,234.9,Yes,Paid,No,7.0,1
10376,Alaska,International,98,Feb,0,2.0,Economy,0,0,Credit Card,346.47,No,Free,No,0.0,1
10377,United,Domestic,2,Feb,1,3.0,Business,2,0,Debit Card,422.91,No,Paid,No,,0
10378,United,Domestic,207,Feb,0,4.0,Economy,2,1,PayPal,556.59,No,FREE,Y,7.0,1
10379,JetBlue,Domestic,196,Oct,0,3.0,Economy,2,1,Credit Card,228.48,Yes,Paid,Yes,2.0,0
10380,United,Domestic,84,Jul,1,5.0,Business,1,0,Credit Card,294.31,NO,Paid,No,9.0,0
10381,JetBlue,Domestic,124,Feb,0,1.0,Economy,0,2,Credit Card,205.59,No,Free,No,3.0,0
10382,Delta,International,137,Dec,0,4.0,Business,3,0,Credit Card,467.32,Yes,Free,N,9.0,0
10383,Alaska,International,82,Feb,1,2.0,Economy,2,1,Debit Card,139.42,yes,Free,No,3.0,1
10384,JetBlue,International,24,Sep,1,5.0,Business,2,0,Credit Card,384.78,No,Free,yes,1.0,0
10385,Delta,International,67,Jul,0,4.0,Economy,3,0,Credit Card,188.39,No,free,No,,0
10386,United,Domestic,60,Nov,0,2.0,Business,0,1,Credit Card,366.41,No,Paid,No,9.0,0
10387,United,Domestic,28,Mar,0,4.0,Business,2,1,,521.83,Yes,Paid,No,4.0,0
10388,Delta,Domestic,126,Mar,0,5.0,Economy,0,2,Credit Card,288.42,No,paid,No,,0
10389,United,International,18,Jul,0,4.0,Economy,2,0,Credit Card,390.92,Yes,Free,No,10.0,0
10390,Delta,Domestic,170,May,0,3.0,Economy,4,2,PayPal,234.96,yes,Paid,Yes,0.0,0
10391,JetBlue,Domestic,193,Oct,0,5.0,Business,2,2,Credit Card,344.26,Yes,free,No,1.0,0
10392,JetBlue,Domestic,73,Jun,1,4.0,Economy,4,1,PayPal,141.89,No,free,No,10.0,1
10393,Delta,Domestic,60,Dec,1,1.0,Business,0,1,Credit Card,459.08,No,Paid,No,6.0,1
10394,JetBlue,International,170,Aug,0,4.0,Economy,2,1,Debit Card,301.84,No,Free,No,0.0,0
10395,JetBlue,International,152,Sep,0,3.0,Business,1,0,Credit Card,330.76,Yes,Paid,No,1.0,0
10396,JetBlue,Domestic,19,Jan,0,2.0,Economy,1,0,Debit Card,369.69,No,Free,Yes,9.0,0
10397,Southwest,International,47,Mar,1,2.0,Economy,3,1,Credit Card,84.66,No,Paid,No,6.0,0
10398,Alaska,Domestic,210,Nov,0,,Economy,1,2,Credit Card,263.09,Yes,Paid,No,0.0,0
10399,United,Domestic,86,Jul,0,1.0,Economy,4,2,Debit Card,378.93,Yes,Free,No,6.0,0
10400,Southwest,Domestic,151,Jun,0,3.0,Economy,1,0,Debit Card,337.61,No,Free,Yes,7.0,1
10401,JetBlue,Domestic,138,Jul,0,5.0,Economy,1,1,Credit Card,16.61,No,Paid,No,10.0,1
10402,Delta,Domestic,109,Aug,0,2.0,Economy,1,0,Credit Card,536.22,Yes,Free,,1.0,0
10403,JetBlue,International,225,Jun,1,3.0,Business,2,0,Credit Card,379.54,No,Free,Yes,3.0,1
10404,Alaska,Domestic,182,Mar,1,4.0,Business,3,0,Credit Card,216.85,Yes,Paid,YES,6.0,0
10405,JetBlue,International,27,Feb,0,1.0,Economy,0,0,Credit Card,290.71,No,Free,No,0.0,0
10406,Delta,Domestic,196,Dec,0,3.0,Economy,3,2,Credit Card,452.14,Yes,Paid,NO,5.0,0
10407,Alaska,Domestic,190,Jul,0,3.0,Economy,4,0,Credit Card,370.73,Yes,Paid,No,4.0,0
10408,JetBlue,Domestic,58,Dec,1,5.0,Economy,2,1,Credit Card,538.65,No,Free,Yes,10.0,0
10409,Alaska,Domestic,132,Dec,1,3.0,Economy,2,3,Credit Card,369.62,No,Paid,No,5.0,1
10410,United,Domestic,50,Dec,1,5.0,Economy,1,0,Debit Card,376.22,No,Free,No,7.0,1
10411,United,International,148,Nov,1,1.0,Economy,1,0,PayPal,587.39,No,Free,No,10.0,0
10412,JetBlue,Domestic,11,Jan,0,1.0,Business,4,0,Credit Card,206.48,No,Paid,Yes,10.0,0
10413,Alaska,Domestic,49,Mar,0,4.0,Economy,2,0,PayPal,602.74,No,Free,No,0.0,0
10414,Delta,Domestic,131,Dec,0,5.0,Business,0,4,Debit Card,467.75,No,Free,Yes,2.0,1
10415,JetBlue,Domestic,112,Nov,1,5.0,Economy,3,1,PayPal,812.97,No,Free,Yes,10.0,1
10416,United,Domestic,169,Apr,0,2.0,Economy,2,0,PayPal,261.8,No,Paid,No,8.0,0
10417,United,Domestic,211,Jan,0,2.0,Economy,0,1,Debit Card,588.12,No,Paid,no,7.0,1
10418,JetBlue,Domestic,165,May,1,4.0,Economy,0,1,Credit Card,378.74,Yes,paid,No,3.0,1
10419,Alaska,Domestic,152,Oct,0,1.0,Economy,3,0,Credit Card,334.02,,Free,Yes,10.0,1
10420,United,Domestic,13,Mar,0,6.0,Economy,0,0,Credit Card,402.69,Yes,Paid,No,9.0,1
10421,Alaska,Domestic,202,Feb,1,2.0,Economy,4,0,PayPal,377.53,No,Free,No,8.0,1
10422,United,Domestic,31,Mar,0,,Economy,0,0,PayPal,250.95,Yes,Free,No,6.0,0
10423,United,Domestic,138,Aug,0,1.0,Economy,4,2,Debit Card,341.57,Yes,PAID,Yes,1.0,0
10424,Southwest,International,188,Jun,1,6.0,First,0,1,PayPal,402.99,Yes,,Yes,0.0,0
10425,United,Domestic,145,Jul,1,3.0,Economy,1,1,PayPal,300.48,No,PAID,Yes,0.0,1
10426,Delta,Domestic,154,Dec,1,5.0,Economy,0,3,Credit Card,435.66,Yes,Paid,No,2.0,0
10427,JetBlue,Domestic,54,Jun,0,1.0,Economy,4,1,Debit Card,318.58,No,Paid,No,9.0,0
10428,JetBlue,International,181,Jun,0,4.0,Economy,0,0,Credit Card,424.17,No,Paid,No,,1
10429,Alaska,Domestic,209,Dec,1,5.0,Economy,0,0,Credit Card,407.28,Y,,no,3.0,1
10430,United,Domestic,119,Mar,0,5.0,Economy,0,2,Credit Card,423.19,,Free,No,7.0,1
10431,Delta,International,214,Dec,0,3.0,Economy,4,0,Credit Card,171.18,Yes,Free,No,4.0,1
10432,Alaska,Domestic,74,Aug,1,5.0,Economy,0,1,Debit Card,513.59,No,Paid,,4.0,1
10433,Southwest,Domestic,20,Dec,0,2.0,Business,3,0,Credit Card,238.75,No,Free,Yes,5.0,1
10434,Alaska,Domestic,171,Jul,0,1.0,Economy,3,0,PayPal,333.98,Yes,Free,Y,4.0,1
10435,Alaska,Domestic,132,Jul,0,2.0,Economy,4,1,Credit Card,269.58,Yes,Paid,yes,4.0,0
10436,United,International,86,Jun,0,3.0,Economy,1,1,Credit Card,369.99,No,Paid,No,6.0,0
10437,Southwest,International,168,May,0,6.0,Economy,3,0,Debit Card,344.44,No,Paid,Yes,5.0,1
10438,Alaska,Domestic,58,Oct,0,3.0,Business,2,0,Debit Card,451.17,Yes,Paid,Yes,9.0,1
10439,Delta,Domestic,88,Aug,1,1.0,Economy,3,0,Credit Card,366.14,Yes,Free,No,10.0,0
10440,Delta,Domestic,232,May,1,5.0,Economy,2,0,Credit Card,305.16,No,Free,Yes,1.0,1
10441,JetBlue,Domestic,181,Sep,0,4.0,Economy,4,0,Credit Card,108.36,N,Free,No,0.0,0
10442,Southwest,International,201,Sep,0,3.0,Economy,1,1,PayPal,483.81,No,Free,Yes,0.0,1
10443,Southwest,Domestic,149,Jan,0,,Economy,2,4,Debit Card,432.46,No,Paid,Yes,3.0,1
10444,JetBlue,Domestic,82,Jun,0,4.0,Economy,2,0,Credit Card,489.52,Yes,Free,Yes,1.0,0
10445,Alaska,International,64,Jul,1,5.0,Economy,3,3,Credit Card,334.04,No,,Yes,5.0,0
10446,Southwest,Domestic,63,Mar,1,6.0,Economy,2,1,PayPal,409.97,No,Paid,Yes,8.0,0
10447,Delta,International,70,Jul,1,3.0,Economy,4,1,Debit Card,268.53,No,Free,No,9.0,0
10448,Delta,Domestic,3,Nov,0,6.0,Economy,4,0,PayPal,255.73,No,Paid,No,10.0,0
10449,United,International,192,Nov,0,1.0,Economy,4,1,,320.3,No,Paid,No,9.0,1
10450,Southwest,Domestic,142,Jul,0,6.0,Business,3,0,PayPal,489.05,No,Free,Yes,7.0,0
10451,Alaska,Domestic,103,Nov,0,6.0,Economy,1,2,Debit Card,321.53,Yes,Free,No,3.0,0
10452,JetBlue,Domestic,203,Feb,0,1.0,Economy,3,0,Debit Card,352.43,,Paid,No,1.0,1
10453,JetBlue,Domestic,149,Jul,1,1.0,Economy,4,1,Credit Card,393.94,No,Paid,YES,0.0,0
10454,Alaska,International,213,Jan,0,3.0,Economy,3,1,PayPal,363.55,Yes,Free,No,6.0,1
10455,United,International,174,May,1,6.0,Economy,4,0,Debit Card,502.01,No,Free,Yes,9.0,1
10456,JetBlue,Domestic,208,Sep,0,4.0,First,0,1,PayPal,255.27,No,Paid,No,2.0,1
10457,Southwest,Domestic,92,Jul,0,1.0,Economy,0,0,Credit Card,373.96,No,Free,Yes,,1
10458,United,Domestic,173,Jul,0,5.0,Economy,2,0,Credit Card,426.39,Yes,paid,No,4.0,1
10459,Southwest,Domestic,141,Nov,0,6.0,Economy,1,0,Credit Card,130.08,No,Free,No,4.0,1
10460,Delta,Domestic,177,Dec,0,1.0,Economy,0,0,Credit Card,397.25,No,Free,No,1.0,1
10461,United,International,147,Feb,1,4.0,Economy,4,1,Credit Card,547.88,No,Free,No,8.0,1
10462,JetBlue,Domestic,177,Aug,1,,Business,3,0,Credit Card,310.93,No,Paid,No,10.0,1
10463,United,Domestic,111,Mar,0,6.0,Economy,3,0,Credit Card,208.09,No,Paid,YES,3.0,0
10464,United,Domestic,160,Aug,0,1.0,Economy,2,0,PayPal,425.38,No,paid,No,9.0,1
10465,United,International,118,Mar,1,1.0,Economy,3,1,Credit Card,385.13,Yes,Free,No,0.0,1
10466,United,International,58,Oct,1,5.0,Economy,0,0,Credit Card,573.14,No,Free,No,1.0,0
10467,Southwest,International,42,Jul,1,5.0,Business,3,0,,421.27,Yes,Paid,No,8.0,0
10468,Delta,Domestic,206,Feb,0,6.0,Economy,0,1,Credit Card,227.9,No,PAID,Yes,6.0,1
10469,Alaska,Domestic,11,Apr,1,1.0,Economy,0,0,Debit Card,221.58,No,Paid,Y,9.0,0
10470,United,International,39,Nov,0,6.0,Economy,1,0,Credit Card,480.37,Yes,Free,,1.0,0
10471,JetBlue,Domestic,117,Jun,0,1.0,Business,2,0,Credit Card,409.97,No,Paid,No,6.0,1
10472,United,Domestic,19,Nov,0,5.0,Business,4,0,Credit Card,351.85,No,Free,Yes,3.0,0
10473,JetBlue,International,221,Sep,1,4.0,Economy,0,2,Credit Card,384.13,Yes,Paid,No,9.0,0
10474,Southwest,International,165,May,0,2.0,Economy,2,0,PayPal,421.87,Yes,Free,Yes,1.0,0
10475,JetBlue,Domestic,130,Sep,0,2.0,Economy,4,2,Credit Card,412.19,Yes,Paid,Yes,3.0,1
10476,Alaska,International,155,May,0,1.0,Economy,3,0,Credit Card,149.23,Yes,FREE,Yes,4.0,1
10477,Delta,Domestic,183,Oct,0,5.0,Economy,2,1,Debit Card,530.34,No,Free,No,3.0,1
10478,JetBlue,Domestic,89,Aug,0,3.0,Economy,2,1,Credit Card,539.71,No,Free,NO,2.0,1
10479,JetBlue,Domestic,93,Jan,1,3.0,Economy,2,2,Credit Card,613.42,Yes,Free,No,,1
10480,Delta,International,12,Jul,1,2.0,Economy,3,0,PayPal,582.96,No,Paid,No,0.0,0
10481,Alaska,International,204,Apr,0,4.0,First,3,0,Credit Card,559.16,No,Free,No,7.0,1
10482,United,International,65,May,1,2.0,Economy,2,0,PayPal,319.89,No,Free,Yes,4.0,0
10483,JetBlue,Domestic,36,Jun,1,1.0,Economy,1,0,Credit Card,402.19,Y,Paid,No,7.0,0
10484,Delta,International,176,May,0,4.0,Economy,0,0,Debit Card,523.38,No,Free,No,9.0,1
10485,Southwest,International,229,Dec,0,3.0,Economy,3,0,Credit Card,107.89,No,Free,Yes,3.0,1
10486,Delta,Domestic,65,Jan,1,5.0,Economy,1,1,Credit Card,329.38,No,Paid,No,3.0,0
10487,Southwest,International,35,Dec,1,5.0,Business,3,0,Debit Card,121.25,No,Paid,No,4.0,0
10488,Alaska,International,181,Sep,1,1.0,Economy,2,0,PayPal,399.24,Yes,Paid,No,4.0,1
10489,United,Domestic,25,Feb,0,2.0,First,1,0,Debit Card,537.21,N,Paid,Yes,10.0,1
10490,Delta,Domestic,74,Sep,0,1.0,Economy,4,0,Debit Card,362.63,No,Free,No,5.0,1
10491,JetBlue,Domestic,199,Oct,0,5.0,Economy,0,1,PayPal,280.31,No,Free,No,4.0,1
10492,Alaska,Domestic,107,Feb,1,3.0,Economy,0,1,Credit Card,399.64,No,Paid,Yes,4.0,0
10493,Delta,Domestic,167,Sep,1,5.0,Economy,3,0,Credit Card,417.74,No,Paid,No,7.0,1
10494,JetBlue,International,42,Jun,0,4.0,Economy,0,0,Credit Card,427.61,,Free,No,5.0,1
10495,Delta,Domestic,149,Nov,1,6.0,Business,4,0,Debit Card,189.91,No,Paid,No,1.0,1
10496,Southwest,Domestic,147,Sep,0,,Business,1,1,PayPal,394.09,Yes,free,No,3.0,1
10497,Delta,Domestic,7,Jun,1,5.0,Business,1,1,Debit Card,385.78,No,Paid,No,3.0,0
10498,Delta,Domestic,28,Jun,0,6.0,Business,2,1,PayPal,492.76,No,Free,No,4.0,1
10499,Delta,Domestic,39,Nov,0,4.0,Business,1,0,Debit Card,349.41,No,Paid,No,5.0,0
10500,Alaska,Domestic,217,Feb,0,2.0,Economy,3,4,Credit Card,636.39,No,Paid,No,10.0,1
